activity_id,deal_id,activity_type,activity_date,duration_minutes,outcome,notes
ACT_03018,DEAL_0432,Follow-up,2025-09-29,15,No Response,Camera movement become.
ACT_03019,DEAL_0433,Follow-up,2025-11-06,30,No Response,Actually career term show half Democrat.
ACT_03020,DEAL_0433,Call,2026-01-19,60,Negative,Stay attack organization ok.
ACT_03021,DEAL_0433,Proposal Sent,2025-08-26,45,Negative,Increase management mention determine area member.
ACT_03022,DEAL_0433,Call,2025-11-18,90,No Response,Technology nice compare call pretty.
ACT_03023,DEAL_0433,Call,2025-11-16,90,Negative,Education speak work weight.
ACT_03024,DEAL_0433,Email,2025-07-31,90,Positive,You inside popular.
ACT_03025,DEAL_0433,Follow-up,2025-10-13,45,Positive,Because appear explain force general little unit.
ACT_03026,DEAL_0433,Email,2026-01-03,90,Positive,Single century make.
ACT_03027,DEAL_0434,Demo,2025-11-22,30,Neutral,Because less ask face.
ACT_03028,DEAL_0434,Call,2025-08-13,90,Neutral,Nor certainly reflect hundred employee catch might throw.
ACT_03029,DEAL_0434,Call,2025-10-28,15,No Response,Long anyone behind want quite sell.
ACT_03030,DEAL_0434,Follow-up,2025-11-07,15,Negative,Knowledge effect recognize company success service best.
ACT_03031,DEAL_0434,Email,2025-10-29,15,No Response,Medical exactly reduce certainly.
ACT_03032,DEAL_0434,Proposal Sent,2026-01-12,60,No Response,Store strategy population over ball my.
ACT_03033,DEAL_0434,Demo,2025-09-22,60,Neutral,Vote team current.
ACT_03034,DEAL_0434,Meeting,2025-11-01,30,Positive,Involve pay service per media prove foreign.
ACT_03035,DEAL_0434,Meeting,2025-11-30,45,Neutral,Worker issue product leader religious.
ACT_03036,DEAL_0434,Follow-up,2025-09-03,60,Negative,Detail center still public ten term fact.
ACT_03037,DEAL_0435,Email,2025-02-14,30,Negative,Team paper after affect tonight.
ACT_03038,DEAL_0435,Demo,2025-01-27,30,Neutral,Debate similar job employee recent eight for.
ACT_03039,DEAL_0435,Meeting,2025-07-14,15,Negative,Five mouth painting attention.
ACT_03040,DEAL_0435,Demo,2025-10-16,15,Negative,Hour clearly be per line voice avoid tonight.
ACT_03041,DEAL_0435,Email,2025-01-17,90,Positive,Item factor bar my movie.
ACT_03042,DEAL_0435,Proposal Sent,2025-08-19,15,Negative,Car rest eat little explain.
ACT_03043,DEAL_0435,Email,2025-05-21,30,Positive,If agency table defense wind.
ACT_03044,DEAL_0435,Proposal Sent,2025-03-13,15,Positive,Commercial activity building could travel.
ACT_03045,DEAL_0435,Meeting,2025-09-09,60,Negative,Economic he loss institution would bad weight.
ACT_03046,DEAL_0436,Proposal Sent,2025-11-20,90,Negative,Right worry woman interesting skin west news.
ACT_03047,DEAL_0436,Email,2025-10-25,30,Neutral,Line court policy protect next test.
ACT_03048,DEAL_0437,Proposal Sent,2026-02-17,60,Neutral,Church right worker voice cover its interesting sell.
ACT_03049,DEAL_0437,Proposal Sent,2025-11-16,30,Negative,Traditional with price hair focus on strategy.
ACT_03050,DEAL_0437,Email,2026-03-06,30,Negative,Wide offer agent six record office floor.
ACT_03051,DEAL_0437,Proposal Sent,2026-01-19,30,No Response,Federal important interest seem race career find.
ACT_03052,DEAL_0437,Follow-up,2026-01-01,30,Neutral,Pass able common education.
ACT_03053,DEAL_0437,Demo,2026-03-11,15,Positive,Small station contain long traditional body house.
ACT_03054,DEAL_0437,Proposal Sent,2026-01-07,15,Negative,Father third sing attack million up.
ACT_03055,DEAL_0437,Meeting,2026-02-14,15,Negative,Thought article similar end quite common information whether.
ACT_03056,DEAL_0437,Follow-up,2026-02-26,30,Neutral,Season tell say view.
ACT_03057,DEAL_0437,Email,2026-03-03,60,Neutral,Sign for nature other crime.
ACT_03058,DEAL_0437,Proposal Sent,2026-02-25,30,Negative,Room pretty eight idea.
ACT_03059,DEAL_0437,Demo,2025-12-01,90,No Response,Agreement stage computer star anyone executive trade.
ACT_03060,DEAL_0438,Email,2025-03-19,90,Positive,Federal method bed attention lay.
ACT_03061,DEAL_0438,Meeting,2026-02-12,30,Negative,Spring life past early than.
ACT_03062,DEAL_0438,Call,2024-08-13,30,No Response,Table sign power herself.
ACT_03063,DEAL_0438,Call,2025-12-21,60,Positive,Cultural point already media option science.
ACT_03064,DEAL_0438,Meeting,2025-01-27,15,No Response,Beautiful skill fine art piece character.
ACT_03065,DEAL_0438,Follow-up,2025-11-23,90,Positive,Pressure through technology ahead apply fine social focus.
ACT_03066,DEAL_0438,Proposal Sent,2024-04-24,15,Negative,Nation model occur everyone.
ACT_03067,DEAL_0438,Proposal Sent,2025-08-19,90,No Response,Visit five meet tough black education quality.
ACT_03068,DEAL_0438,Proposal Sent,2024-08-06,30,Negative,Although price one.
ACT_03069,DEAL_0439,Call,2025-12-26,60,Neutral,Us see media without would on stand race.
ACT_03070,DEAL_0439,Meeting,2025-10-25,60,No Response,Respond couple color agent bed.
ACT_03071,DEAL_0439,Demo,2026-02-07,60,Positive,Different argue drop four she.
ACT_03072,DEAL_0439,Demo,2025-06-25,15,No Response,Million least truth truth century artist prepare.
ACT_03073,DEAL_0439,Email,2025-10-06,45,No Response,She trip economy hard kid happy start.
ACT_03074,DEAL_0439,Proposal Sent,2025-07-25,60,Negative,Give news size high finish easy tough.
ACT_03075,DEAL_0439,Demo,2026-01-01,45,Positive,As lot sort red floor.
ACT_03076,DEAL_0440,Email,2025-05-08,30,Positive,Decade price trade choice green.
ACT_03077,DEAL_0440,Meeting,2025-11-22,90,Neutral,More responsibility likely able necessary culture develop.
ACT_03078,DEAL_0440,Follow-up,2025-07-03,45,Positive,Mention you or middle thousand special.
ACT_03079,DEAL_0440,Proposal Sent,2025-08-15,15,Positive,Significant sort event truth.
ACT_03080,DEAL_0440,Meeting,2026-01-10,60,Neutral,Film guy determine common article kind fly.
ACT_03081,DEAL_0440,Meeting,2025-08-24,90,Positive,Story enjoy better.
ACT_03082,DEAL_0440,Follow-up,2025-12-16,60,Neutral,Remember available without growth describe feel.
ACT_03083,DEAL_0440,Proposal Sent,2025-02-18,45,Positive,Themselves event difference effect animal.
ACT_03084,DEAL_0440,Call,2025-01-24,15,No Response,Beyond feel when.
ACT_03085,DEAL_0440,Call,2025-03-03,30,Negative,Sport floor use others memory success.
ACT_03086,DEAL_0441,Follow-up,2026-01-10,30,No Response,Dog experience in.
ACT_03087,DEAL_0441,Call,2026-01-18,90,Positive,South project do lot begin put.
ACT_03088,DEAL_0441,Email,2026-01-13,60,Neutral,Attention majority economic property.
ACT_03089,DEAL_0442,Meeting,2025-09-11,15,Neutral,Whether however government let pressure key.
ACT_03090,DEAL_0442,Follow-up,2025-12-26,45,Neutral,Head allow effort side four.
ACT_03091,DEAL_0442,Demo,2025-03-19,30,Negative,Poor assume democratic growth true.
ACT_03092,DEAL_0443,Email,2025-10-10,30,Neutral,Near per rise score.
ACT_03093,DEAL_0443,Proposal Sent,2025-09-30,30,Negative,Model lose society base center us.
ACT_03094,DEAL_0443,Demo,2026-01-23,90,Negative,Capital more movie trouble.
ACT_03095,DEAL_0443,Call,2025-04-30,45,No Response,Decide what agent rather.
ACT_03096,DEAL_0443,Follow-up,2025-09-04,15,No Response,Cell opportunity attention.
ACT_03097,DEAL_0443,Demo,2026-03-05,60,Negative,Poor assume usually responsibility standard.
ACT_03098,DEAL_0443,Call,2025-09-23,60,Negative,Item lay should play manage evidence.
ACT_03099,DEAL_0443,Proposal Sent,2025-06-02,15,No Response,Never yard professional long behavior community officer.
ACT_03100,DEAL_0444,Follow-up,2024-06-17,60,Neutral,Big leg term out sometimes senior.
ACT_03101,DEAL_0444,Follow-up,2025-05-22,30,Positive,Official word enough.
ACT_03102,DEAL_0445,Email,2026-02-15,15,Neutral,West tonight goal already hit.
ACT_03103,DEAL_0445,Demo,2026-03-04,15,Neutral,Operation add letter Mr test.
ACT_03104,DEAL_0445,Proposal Sent,2026-02-10,45,Neutral,Feel against listen list reason.
ACT_03105,DEAL_0445,Follow-up,2026-02-15,45,No Response,Minute pay clear.
ACT_03106,DEAL_0445,Meeting,2026-02-16,90,Negative,Education case response.
ACT_03107,DEAL_0445,Meeting,2026-03-09,90,Negative,Machine possible theory son story citizen.
ACT_03108,DEAL_0445,Email,2026-03-04,15,No Response,Close take common tend put gas.
ACT_03109,DEAL_0445,Call,2026-03-08,15,No Response,College little half individual.
ACT_03110,DEAL_0445,Call,2026-03-04,30,Positive,Some manage good miss.
ACT_03111,DEAL_0445,Demo,2026-02-08,60,Positive,They feel scientist future data.
ACT_03112,DEAL_0445,Email,2026-02-10,30,Positive,Soon former reflect feel defense down office.
ACT_03113,DEAL_0445,Demo,2026-01-20,30,Positive,Two detail might.
ACT_03114,DEAL_0446,Call,2025-12-12,60,Negative,Small simply spend whether significant.
ACT_03115,DEAL_0446,Demo,2026-01-03,30,No Response,Put smile stage.
ACT_03116,DEAL_0446,Proposal Sent,2025-10-21,15,Neutral,Have house service theory bed may.
ACT_03117,DEAL_0447,Follow-up,2026-01-22,45,Positive,Field indeed choice city live benefit possible.
ACT_03118,DEAL_0447,Proposal Sent,2025-02-04,15,Neutral,Various human environmental plan us friend third.
ACT_03119,DEAL_0447,Meeting,2025-04-09,45,Neutral,Apply next control produce sign.
ACT_03120,DEAL_0447,Meeting,2025-05-06,60,Neutral,Instead receive happen radio through matter end.
ACT_03121,DEAL_0447,Follow-up,2025-02-12,15,No Response,There gas his only involve remain bar.
ACT_03122,DEAL_0448,Call,2025-12-11,45,Positive,Effect share friend still time adult method each.
ACT_03123,DEAL_0448,Call,2025-10-18,30,Neutral,Resource issue floor lead game require.
ACT_03124,DEAL_0448,Meeting,2025-02-23,60,Positive,Treat lay collection matter leave instead.
ACT_03125,DEAL_0448,Demo,2025-06-13,15,Neutral,Security us sure training response leave.
ACT_03126,DEAL_0448,Proposal Sent,2025-10-16,90,Negative,Others travel score entire idea.
ACT_03127,DEAL_0448,Proposal Sent,2025-08-05,30,Neutral,Bag season player security.
ACT_03128,DEAL_0448,Proposal Sent,2025-08-14,45,Positive,Success late pattern despite challenge.
ACT_03129,DEAL_0448,Email,2025-07-06,15,No Response,Good likely list cause prevent parent.
ACT_03130,DEAL_0449,Proposal Sent,2025-07-27,15,Neutral,Language kitchen street man building change.
ACT_03131,DEAL_0449,Follow-up,2025-12-02,45,Negative,Remember budget claim feel threat yourself.
ACT_03132,DEAL_0449,Email,2025-08-17,30,Positive,Everybody down almost agency career city bank.
ACT_03133,DEAL_0449,Follow-up,2025-10-04,30,Positive,Anything skill meeting trouble across again later law.
ACT_03134,DEAL_0449,Demo,2025-10-13,15,Positive,Image care commercial back claim subject understand.
ACT_03135,DEAL_0449,Demo,2025-11-19,90,Positive,Environmental operation compare including.
ACT_03136,DEAL_0449,Call,2025-11-29,15,Positive,Rule plan though traditional well lead occur.
ACT_03137,DEAL_0449,Email,2025-05-27,60,No Response,Pass indicate add.
ACT_03138,DEAL_0449,Meeting,2025-08-12,90,No Response,Read culture speak popular through character question.
ACT_03139,DEAL_0449,Demo,2025-04-09,30,No Response,Far few day late arm.
ACT_03140,DEAL_0450,Meeting,2025-01-15,45,No Response,Their nature author job whole.
ACT_03141,DEAL_0450,Demo,2025-10-31,30,No Response,Else executive need trial admit.
ACT_03142,DEAL_0450,Proposal Sent,2024-11-23,45,Neutral,Blood kid maintain indeed.
ACT_03143,DEAL_0450,Call,2025-07-15,45,Neutral,This create example college since traditional half.
ACT_03144,DEAL_0450,Demo,2025-08-19,45,Neutral,Network or statement doctor goal artist.
ACT_03145,DEAL_0450,Meeting,2024-11-27,15,No Response,Sea voice international.
ACT_03146,DEAL_0450,Meeting,2025-07-26,30,Positive,Hot deep color never decide watch.
ACT_03147,DEAL_0450,Demo,2024-12-30,60,Neutral,Save test window play operation.
ACT_03148,DEAL_0450,Demo,2024-11-01,30,Negative,Middle future sort show.
ACT_03149,DEAL_0450,Call,2025-03-01,60,No Response,To wind have.
ACT_03150,DEAL_0450,Demo,2026-03-13,60,No Response,Hand show in born late yet agency.
ACT_03151,DEAL_0451,Demo,2025-07-18,60,Negative,Yeah she physical free learn often peace.
ACT_03152,DEAL_0451,Meeting,2025-02-08,45,No Response,Likely candidate five service suddenly among word.
ACT_03153,DEAL_0451,Call,2026-01-03,90,Neutral,Big phone interesting.
ACT_03154,DEAL_0451,Call,2024-11-16,30,Neutral,Property response after eye rise add truth fear.
ACT_03155,DEAL_0451,Proposal Sent,2024-08-14,30,Negative,Discuss former her water.
ACT_03156,DEAL_0451,Demo,2026-01-08,90,No Response,Economic along will attack degree economic appear.
ACT_03157,DEAL_0451,Meeting,2024-09-23,45,Neutral,Degree baby school staff.
ACT_03158,DEAL_0451,Demo,2025-10-10,30,No Response,Condition some understand newspaper.
ACT_03159,DEAL_0451,Email,2024-10-11,90,No Response,Although seem write box less need.
ACT_03160,DEAL_0452,Proposal Sent,2026-02-09,60,Positive,As subject hotel then.
ACT_03161,DEAL_0452,Call,2025-08-03,30,Negative,Model have plant prove job.
ACT_03162,DEAL_0452,Proposal Sent,2026-01-08,30,No Response,White write may.
ACT_03163,DEAL_0452,Proposal Sent,2025-10-09,60,Neutral,Fire south plant natural.
ACT_03164,DEAL_0452,Demo,2025-09-04,15,Neutral,Region short must dog deep cell.
ACT_03165,DEAL_0452,Demo,2025-04-28,90,Neutral,There choice shoulder allow.
ACT_03166,DEAL_0453,Follow-up,2025-11-23,90,Neutral,Fact mind nature national during.
ACT_03167,DEAL_0453,Follow-up,2025-12-19,60,Neutral,Stay president professional consider.
ACT_03168,DEAL_0453,Call,2025-12-14,60,Negative,Fight guess million center language.
ACT_03169,DEAL_0453,Demo,2026-01-19,30,Neutral,Sense country cause sign sport.
ACT_03170,DEAL_0453,Demo,2026-02-07,45,Positive,Artist enjoy until where everything north public need.
ACT_03171,DEAL_0453,Follow-up,2026-02-14,15,Positive,Every change hear east affect.
ACT_03172,DEAL_0454,Email,2025-11-10,15,Positive,Every sea school interesting ask environmental.
ACT_03173,DEAL_0454,Meeting,2025-05-10,15,Negative,Trial appear success girl kitchen candidate.
ACT_03174,DEAL_0454,Meeting,2025-12-11,30,Neutral,Story adult police possible use green call certain.
ACT_03175,DEAL_0455,Meeting,2024-09-22,15,Negative,Night rise store personal argue be.
ACT_03176,DEAL_0455,Proposal Sent,2024-07-11,45,No Response,Safe accept thought agreement partner.
ACT_03177,DEAL_0455,Demo,2024-11-20,45,Neutral,Bag lay far plan pattern push treat protect.
ACT_03178,DEAL_0455,Meeting,2026-02-08,45,Positive,Data face education realize night go worry.
ACT_03179,DEAL_0455,Proposal Sent,2024-11-22,30,Neutral,Without loss similar service.
ACT_03180,DEAL_0456,Demo,2025-04-04,15,No Response,Catch plan lead bad per.
ACT_03181,DEAL_0456,Call,2025-09-01,90,No Response,Environment until beautiful food federal within off.
ACT_03182,DEAL_0456,Follow-up,2025-05-25,45,Neutral,Old financial century fall appear official.
ACT_03183,DEAL_0456,Email,2025-05-11,30,No Response,Month anything so plant history.
ACT_03184,DEAL_0457,Email,2025-12-05,30,No Response,Three management strategy stand race.
ACT_03185,DEAL_0457,Demo,2025-10-16,60,No Response,With relate interest officer foot wait region.
ACT_03186,DEAL_0457,Call,2025-12-20,15,Negative,Why perform establish news national hair gun.
ACT_03187,DEAL_0458,Proposal Sent,2026-01-16,90,Neutral,Rich our class writer not.
ACT_03188,DEAL_0458,Demo,2025-12-31,15,No Response,Card attack care measure decision since information.
ACT_03189,DEAL_0458,Follow-up,2026-02-03,90,Negative,Service purpose though.
ACT_03190,DEAL_0458,Meeting,2025-10-15,15,Negative,Then land save long.
ACT_03191,DEAL_0458,Email,2025-12-18,30,Neutral,Watch sister father do low.
ACT_03192,DEAL_0458,Proposal Sent,2026-02-27,45,No Response,Responsibility significant movie interesting party identify.
ACT_03193,DEAL_0458,Call,2026-01-14,15,Neutral,Wear production center sister say red find local.
ACT_03194,DEAL_0458,Follow-up,2026-02-20,45,Negative,Over care watch his federal success.
ACT_03195,DEAL_0458,Follow-up,2025-11-19,15,Negative,Nice difficult news radio.
ACT_03196,DEAL_0459,Demo,2024-07-13,15,No Response,Onto senior game why agent.
ACT_03197,DEAL_0459,Call,2026-03-03,45,Negative,Chance everybody dark too.
ACT_03198,DEAL_0459,Call,2025-12-16,90,Negative,How for several point energy myself.
ACT_03199,DEAL_0459,Proposal Sent,2026-01-22,15,No Response,Low of its seat.
ACT_03200,DEAL_0459,Meeting,2025-06-07,30,Positive,Wonder former center student talk money.
ACT_03201,DEAL_0459,Follow-up,2025-12-31,30,Negative,Will gas series according.
ACT_03202,DEAL_0459,Meeting,2024-10-20,60,No Response,Notice too common number without method.
ACT_03203,DEAL_0459,Meeting,2026-01-12,15,Negative,Character foot finally traditional.
ACT_03204,DEAL_0459,Follow-up,2026-02-15,60,Positive,Type once defense institution never quite century.
ACT_03205,DEAL_0459,Meeting,2026-03-12,90,Positive,Place close here.
ACT_03206,DEAL_0459,Call,2026-02-23,90,Positive,War guy threat relationship follow into.
ACT_03207,DEAL_0460,Email,2024-12-29,45,No Response,Water all seek knowledge.
ACT_03208,DEAL_0460,Call,2025-06-08,60,No Response,About production one player.
ACT_03209,DEAL_0460,Demo,2025-12-29,15,Negative,Five increase sure black mother.
ACT_03210,DEAL_0460,Follow-up,2025-09-13,60,Negative,Today can thus wall.
ACT_03211,DEAL_0460,Meeting,2025-04-03,90,No Response,Plant environmental off want because standard.
ACT_03212,DEAL_0460,Demo,2025-06-07,45,Neutral,Experience yet blood senior will because party.
ACT_03213,DEAL_0460,Meeting,2025-11-10,45,Neutral,Church five chance language within right general during.
ACT_03214,DEAL_0460,Demo,2025-12-18,45,Negative,Politics dog image now suffer manager sell.
ACT_03215,DEAL_0460,Email,2025-05-13,60,Positive,Country job although fine red one tree with.
ACT_03216,DEAL_0460,Follow-up,2024-06-14,45,Positive,Skill executive allow our.
ACT_03217,DEAL_0460,Email,2024-10-29,30,Positive,Light participant head.
ACT_03218,DEAL_0461,Email,2025-11-22,30,Negative,Our likely peace prevent new I office.
ACT_03219,DEAL_0461,Email,2024-10-20,30,Neutral,Task night responsibility others believe firm each.
ACT_03220,DEAL_0461,Email,2025-05-03,15,Positive,Short response quickly home factor.
ACT_03221,DEAL_0461,Follow-up,2024-07-21,15,Negative,Me face raise.
ACT_03222,DEAL_0461,Proposal Sent,2025-12-12,15,Neutral,Movie book serious movement develop continue majority.
ACT_03223,DEAL_0462,Follow-up,2026-02-21,60,Negative,Less pressure reflect stock.
ACT_03224,DEAL_0462,Follow-up,2025-12-02,15,Positive,Cultural range subject message tonight parent town lay.
ACT_03225,DEAL_0462,Email,2026-01-19,30,Neutral,Ready series contain themselves education.
ACT_03226,DEAL_0462,Follow-up,2026-01-24,15,Neutral,Carry beat business race popular election.
ACT_03227,DEAL_0462,Email,2025-12-27,15,Positive,Physical use history finally culture present agency together.
ACT_03228,DEAL_0462,Demo,2025-12-03,30,Neutral,Should population sure no beat.
ACT_03229,DEAL_0462,Email,2026-03-12,15,No Response,Production development now.
ACT_03230,DEAL_0462,Meeting,2026-01-14,90,Neutral,Worry work grow common democratic describe.
ACT_03231,DEAL_0462,Demo,2026-03-11,30,No Response,Often explain they chance.
ACT_03232,DEAL_0462,Proposal Sent,2025-11-13,30,No Response,Develop positive moment hit music standard message.
ACT_03233,DEAL_0462,Meeting,2025-12-27,90,Positive,Difference operation door right wall drug hold.
ACT_03234,DEAL_0463,Call,2026-02-02,90,Positive,End third response half on.
ACT_03235,DEAL_0463,Email,2025-10-24,30,Neutral,Community put until exactly bar.
ACT_03236,DEAL_0463,Meeting,2025-05-12,30,Neutral,Result hear operation produce.
ACT_03237,DEAL_0463,Follow-up,2025-12-10,15,Positive,May theory yes discuss bank can.
ACT_03238,DEAL_0463,Call,2025-10-15,30,Negative,Certain item man get feeling everything.
ACT_03239,DEAL_0463,Call,2026-02-07,30,No Response,Power behavior or institution free fill.
ACT_03240,DEAL_0463,Follow-up,2026-01-27,90,Negative,Author though over.
ACT_03241,DEAL_0463,Proposal Sent,2026-03-09,60,Negative,Yet reduce perform pick you.
ACT_03242,DEAL_0463,Call,2025-02-12,60,Negative,Stock drug physical back possible up spring.
ACT_03243,DEAL_0464,Follow-up,2024-08-29,30,Positive,Hand idea trade.
ACT_03244,DEAL_0464,Follow-up,2025-06-26,45,Negative,On best somebody shoulder exist strong.
ACT_03245,DEAL_0464,Call,2025-11-10,15,Positive,Leave four inside simple too.
ACT_03246,DEAL_0464,Email,2024-08-22,60,Negative,Last former may.
ACT_03247,DEAL_0464,Follow-up,2026-01-27,15,No Response,Modern allow may across red safe.
ACT_03248,DEAL_0464,Email,2025-08-06,60,Positive,Conference others including relate music our pull.
ACT_03249,DEAL_0464,Follow-up,2025-05-14,15,Negative,Admit reflect person ability guess.
ACT_03250,DEAL_0465,Meeting,2025-10-16,90,Positive,Thus section training human middle.
ACT_03251,DEAL_0465,Proposal Sent,2025-07-17,45,Negative,Evidence east order.
ACT_03252,DEAL_0465,Demo,2025-08-01,45,No Response,Miss nice skin movement shoulder real last.
ACT_03253,DEAL_0465,Meeting,2025-09-05,60,Negative,Democratic eye prevent stuff difficult camera operation.
ACT_03254,DEAL_0465,Demo,2025-12-24,45,Neutral,Stand bad task here heart church.
ACT_03255,DEAL_0465,Call,2025-12-03,90,Neutral,Around lead behind west society.
ACT_03256,DEAL_0465,Email,2025-08-17,45,No Response,Wife maintain instead month involve week.
ACT_03257,DEAL_0465,Demo,2025-07-19,60,Negative,Language look purpose question sing game wrong.
ACT_03258,DEAL_0465,Demo,2025-12-16,60,No Response,Politics difficult always evening whose organization.
ACT_03259,DEAL_0465,Demo,2025-11-23,30,Neutral,Little interesting member race note of hospital.
ACT_03260,DEAL_0465,Follow-up,2025-12-11,60,No Response,Daughter present nature bag majority spring movie someone.
ACT_03261,DEAL_0466,Call,2025-07-06,45,No Response,Administration southern concern nearly room.
ACT_03262,DEAL_0466,Follow-up,2026-01-01,30,No Response,Media its often year night raise.
ACT_03263,DEAL_0467,Email,2026-02-21,60,Neutral,Finish second page say.
ACT_03264,DEAL_0467,Call,2026-01-31,90,Neutral,Series cost much bring seem situation really.
ACT_03265,DEAL_0467,Call,2026-02-19,15,Positive,Staff top friend above son goal sport.
ACT_03266,DEAL_0467,Demo,2026-01-20,60,Neutral,Rich reflect dog station.
ACT_03267,DEAL_0467,Meeting,2026-01-28,45,Neutral,Fly class those change.
ACT_03268,DEAL_0467,Email,2026-02-20,60,No Response,With somebody prevent leave its beat he.
ACT_03269,DEAL_0467,Call,2026-02-13,45,Negative,Painting occur positive know.
ACT_03270,DEAL_0468,Call,2025-09-19,60,No Response,Those break image response structure support.
ACT_03271,DEAL_0468,Demo,2025-04-07,60,Neutral,Security nation skin hot manager.
ACT_03272,DEAL_0468,Demo,2025-09-15,15,Negative,Two fire fine late next.
ACT_03273,DEAL_0468,Email,2025-06-30,15,Negative,Dark provide poor.
ACT_03274,DEAL_0468,Follow-up,2025-07-05,60,Negative,Appear cut feeling much detail.
ACT_03275,DEAL_0469,Call,2026-02-20,90,No Response,Record edge former pass tell analysis.
ACT_03276,DEAL_0469,Call,2026-02-20,60,No Response,Age page window perform next.
ACT_03277,DEAL_0469,Email,2026-02-20,45,Neutral,Middle food evening yard report.
ACT_03278,DEAL_0469,Meeting,2026-02-24,45,No Response,Easy stay something start probably miss surface simple.
ACT_03279,DEAL_0470,Email,2025-09-10,90,Neutral,City least executive husband child.
ACT_03280,DEAL_0470,Proposal Sent,2025-06-05,45,Negative,Black summer task full why which cost.
ACT_03281,DEAL_0470,Follow-up,2025-04-03,45,Neutral,Gas early crime those city data.
ACT_03282,DEAL_0470,Meeting,2025-07-23,90,No Response,College special guy author.
ACT_03283,DEAL_0470,Email,2025-10-14,15,No Response,Treatment young rest true kid military.
ACT_03284,DEAL_0470,Meeting,2025-02-08,60,Neutral,Project level whether employee upon.
ACT_03285,DEAL_0470,Call,2025-02-16,45,Neutral,Two stand pass firm month.
ACT_03286,DEAL_0470,Meeting,2025-06-15,60,Negative,Employee really bar information radio watch.
ACT_03287,DEAL_0470,Proposal Sent,2025-12-19,45,Negative,On pressure turn two baby.
ACT_03288,DEAL_0470,Follow-up,2025-07-27,30,Neutral,Account break along watch.
ACT_03289,DEAL_0470,Meeting,2025-05-24,90,Neutral,Less technology still body year near those.
ACT_03290,DEAL_0471,Proposal Sent,2025-02-16,30,Neutral,Involve success exist you.
ACT_03291,DEAL_0471,Demo,2025-03-09,90,No Response,Deal fear audience message skin born.
ACT_03292,DEAL_0471,Email,2025-08-21,45,Positive,Fish without house continue.
ACT_03293,DEAL_0471,Demo,2025-12-07,30,Negative,Marriage remain better doctor argue major early usually.
ACT_03294,DEAL_0471,Email,2025-08-11,90,No Response,Husband every according glass.
ACT_03295,DEAL_0471,Demo,2025-11-16,90,Negative,Husband yeah analysis.
ACT_03296,DEAL_0471,Email,2025-07-30,60,No Response,Rich air western green.
ACT_03297,DEAL_0471,Call,2025-01-03,45,Neutral,Store Mrs raise rather manager.
ACT_03298,DEAL_0471,Meeting,2025-02-15,15,No Response,Understand risk suffer new pull.
ACT_03299,DEAL_0471,Call,2025-11-22,30,Positive,Bad respond half government should after teacher.
ACT_03300,DEAL_0471,Meeting,2025-05-21,45,No Response,Half water agent report.
ACT_03301,DEAL_0472,Call,2025-10-25,45,Negative,Ok series provide against series PM rock.
ACT_03302,DEAL_0472,Demo,2025-08-21,45,Neutral,Blue finally concern career.
ACT_03303,DEAL_0472,Follow-up,2025-04-26,30,Positive,International ready meeting yet leave value somebody.
ACT_03304,DEAL_0472,Meeting,2025-02-05,15,Neutral,College each successful method ground.
ACT_03305,DEAL_0472,Proposal Sent,2024-09-28,90,Negative,Mean face land important reduce walk.
ACT_03306,DEAL_0472,Call,2025-09-15,60,No Response,Total sister check simple almost see.
ACT_03307,DEAL_0472,Follow-up,2025-09-05,15,Negative,Mrs degree consumer one quite station present under.
ACT_03308,DEAL_0472,Meeting,2025-05-01,30,Neutral,Yeah only yard medical.
ACT_03309,DEAL_0472,Meeting,2025-12-27,15,Positive,Senior maybe bill once.
ACT_03310,DEAL_0472,Follow-up,2024-09-25,60,Positive,Least color I from give protect sort.
ACT_03311,DEAL_0473,Demo,2025-11-27,30,No Response,Approach two unit military set.
ACT_03312,DEAL_0473,Follow-up,2025-06-10,60,Neutral,Never bad drop money.
ACT_03313,DEAL_0473,Proposal Sent,2025-10-07,60,Negative,Learn take year beautiful program.
ACT_03314,DEAL_0473,Email,2025-12-16,45,No Response,Movie station blue cut.
ACT_03315,DEAL_0473,Meeting,2025-09-27,30,No Response,Analysis career PM.
ACT_03316,DEAL_0473,Meeting,2025-11-27,30,Neutral,Coach four question young occur sing.
ACT_03317,DEAL_0473,Meeting,2025-10-08,15,Positive,Very think system us move until different.
ACT_03318,DEAL_0474,Meeting,2026-03-07,90,No Response,Century prepare message.
ACT_03319,DEAL_0474,Meeting,2026-03-10,30,Negative,Human company court toward always.
ACT_03320,DEAL_0475,Proposal Sent,2025-09-26,15,No Response,Financial first most mother apply attack try.
ACT_03321,DEAL_0475,Follow-up,2025-11-07,45,No Response,Federal plan building continue upon best talk.
ACT_03322,DEAL_0475,Call,2025-10-08,45,Positive,Arm personal different term others.
ACT_03323,DEAL_0475,Follow-up,2025-12-07,45,Negative,Fear how near.
ACT_03324,DEAL_0475,Proposal Sent,2025-12-27,90,Positive,Detail worry nothing city fact manager.
ACT_03325,DEAL_0475,Proposal Sent,2025-10-05,15,Neutral,Court contain analysis.
ACT_03326,DEAL_0475,Demo,2026-02-11,15,Positive,Soon woman finish.
ACT_03327,DEAL_0475,Call,2025-11-01,30,Positive,Coach can yeah recent example call.
ACT_03328,DEAL_0476,Call,2025-08-14,30,Positive,Mother big fall music area policy many.
